"code","validcode","todel","desc"
"R8769","TRUE",,"Abnormal cytologic finding in specimens from female genital organs, unspecified (TM)"
"R877","TRUE",,"Abnormal findings in specimens from female genital organs: histological findings"
"R878","TRUE",,"Abnormal findings in specimens from female genital organs: other abnormal findings"
"R879","TRUE",,"Abnormal findings in specimens from female genital organs: unspecified abnormal findings"
"R89","FALSE",,"Abnormal findings in specimens from other organs, systems and tissues"
"R890","TRUE",,"Abnormal findings in specimens from other organs, systems and tissues: level of enzymes"
"R891","TRUE",,"Abnormal findings in specimens from other organs, systems and tissues: level of hormones"
"R892","TRUE",,"Abnormal findings in specimens from other organs, systems and tissues: level of other drugs, medicaments and biological substances"
"R893","TRUE",,"Abnormal findings in specimens from other organs, systems and tissues: level of substances chiefly nonmedicinal as to source"
"R894","TRUE",,"Abnormal findings in specimens from other organs, systems and tissues: immunological findings"
"R895","TRUE",,"Abnormal findings in specimens from other organs, systems and tissues: microbiological findings"
"R896","TRUE",,"Abnormal findings in specimens from other organs, systems and tissues: cytological findings"
"R897","TRUE",,"Abnormal findings in specimens from other organs, systems and tissues: histological findings"
"R898","TRUE",,"Abnormal findings in specimens from other organs, systems and tissues: other abnormal findings"
"R899","TRUE",,"Abnormal findings in specimens from other organs, systems and tissues: unspecified abnormal findings"
"R90","FALSE",,"Abnormal findings on diagnostic imaging of central nervous system"
"R900","TRUE",,"Intracranial space-occupying lesion"
"R908","TRUE",,"Other abnormal findings on diagnostic imaging of central nervous system"
"R91","TRUE",,"Abnormal findings on diagnostic imaging of lung"
"R92","TRUE",,"Abnormal findings on diagnostic imaging of breast"
"R93","FALSE",,"Abnormal findings on diagnostic imaging of other body structures"
"R930","TRUE",,"Abnormal findings on diagnostic imaging of skull and head, not elsewhere classified"
"R931","TRUE",,"Abnormal findings on diagnostic imaging of heart and coronary circulation"
"R932","TRUE",,"Abnormal findings on diagnostic imaging of liver and biliary tract"
"R933","TRUE",,"Abnormal findings on diagnostic imaging of other parts of digestive tract"
"R934","TRUE",,"Abnormal findings on diagnostic imaging of urinary organs"
"R935","TRUE",,"Abnormal findings on diagnostic imaging of other abdominal regions, including retroperitoneum"
"R936","TRUE",,"Abnormal findings on diagnostic imaging of limbs"
"R937","TRUE",,"Abnormal findings on diagnostic imaging of other parts of musculoskeletal system"
"R938","TRUE",,"Abnormal findings on diagnostic imaging of other specified body structures"
"R94","FALSE",,"Abnormal results of function studies"
"R940","TRUE",,"Abnormal results of function studies of central nervous system"
"R941","TRUE",,"Abnormal results of function studies of peripheral nervous system and special senses"
"R942","TRUE",,"Abnormal results of pulmonary function studies"
"R943","TRUE",,"Abnormal results of cardiovascular function studies"
"R944","TRUE",,"Abnormal results of kidney function studies"
"R945","TRUE",,"Abnormal results of liver function studies"
"R946","TRUE",,"Abnormal results of thyroid function studies"
"R947","TRUE",,"Abnormal results of other endocrine function studies"
"R948","TRUE",,"Abnormal results of function studies of other organs and systems"
"R95","TRUE",,"Sudden infant death syndrome"
"R96","FALSE",,"Other sudden death, cause unknown"
"R960","TRUE",,"Instantaneous death"
"R961","TRUE",,"Death occurring less than 24 hours from onset of symptoms, not otherwise explained"
"R962","TRUE",,"Sudden unexpected death syndrome (TM)"
"R98","TRUE",,"Unattended death"
"R99","TRUE",,"Other ill-defined and unspecified causes of mortality"
"S00","FALSE",,"Superficial injury of head"
"S000","TRUE",,"Superficial injury of scalp"
"S001","TRUE",,"Contusion of eyelid and periocular area"
"S002","TRUE",,"Other superficial injuries of eyelid and periocular area"
"S003","TRUE",,"Superficial injury of nose"
"S004","TRUE",,"Superficial injury of ear"
"S005","TRUE",,"Superficial injury of lip and oral cavity"
"S0050","TRUE",,"Superficial injury of internal cheek (TM)"
"S0051","TRUE",,"Superficial injury  of other  parts of mouth ,including tongue (TM)"
"S0052","TRUE",,"Superficial injury of lip (TM)"
"S0059","TRUE",,"Superficial injury of lip and oral cavity, unspecified (TM)"
"S007","TRUE",,"Multiple superficial injuries of head"
"S008","TRUE",,"Superficial injury of other parts of head"
"S009","TRUE",,"Superficial injury of head, part unspecified"
"S01","FALSE",,"Open wound of head"
"S010","TRUE",,"Open wound of scalp"
"S011","TRUE",,"Open wound of eyelid and periocular area"
"S012","TRUE",,"Open wound of nose"
"S013","TRUE",,"Open wound of ear"
"S014","TRUE",,"Open wound of cheek and temporomandibular area"
"S0140","TRUE",,"Open wound of cheek (TM)"
"S0141","TRUE",,"Open wound of temporomandibular area (TM)"
"S0147","TRUE",,"Open wound of cheek with open wound of temporomandibular area (TM)"
"S015","TRUE",,"Open wound of lip and oral cavity"
"S0150","TRUE",,"Open wound of oral cavity open wound of mouth (TM)"
"S0151","TRUE",,"Open wound of lip (TM)"
"S0157","TRUE",,"Open wound of oral cavity with open wound of lip (TM)"
"S017","TRUE",,"Multiple open wounds of head"
"S018","TRUE",,"Open wound of other parts of head"
"S019","TRUE",,"Open wound of head, part unspecified"
"S02","FALSE",,"Fracture of skull and facial bones"
"S020","TRUE",,"Fracture of vault of skull"
"S0200","TRUE",,"Fracture of vault of skull: closed"
"S0201","TRUE",,"Fracture of vault of skull: open"
"S021","TRUE",,"Fracture of base of skull"
"S0210","TRUE",,"Fracture of base of skull: closed"
"S0211","TRUE",,"Fracture of base of skull: open"
"S022","TRUE",,"Fracture of nasal bones"
"S0220","TRUE",,"Fracture of nasal bones: closed"
"S0221","TRUE",,"Fracture of nasal bones: open"
"S023","TRUE",,"Fracture of orbital floor"
"S0230","TRUE",,"Fracture of orbital floor: closed"
"S0231","TRUE",,"Fracture of orbital floor: open"
"S024","TRUE",,"Fracture of malar and maxillary bones"
"S0240","TRUE",,"Fracture of malar and maxillary bones: closed"
"S02400","TRUE",,"Closed Fracture of maxillary alveolar process (TM)"
"S02401","TRUE",,"Closed Fracture of malar bone [zygoma] (TM)"
"S02402","TRUE",,"Closed Fracture of maxillary bones (TM)"
"S02407","TRUE",,"Multiple closed fracture of malar and maxillary bones (TM)"
"S0241","TRUE",,"Fracture of malar and maxillary bones: open"
"S02410","TRUE",,"Open Fracture of maxillary alveolar process (TM)"
"S02411","TRUE",,"Open Fracture of malar bone [zygoma] (TM)"
"S02412","TRUE",,"Open Fracture of maxillary bones (TM)"
"S02417","TRUE",,"Multiple open fracture of malar and maxillary bones (TM)"
"S025","TRUE",,"Fracture of tooth"
"S0250","TRUE",,"Fracture of tooth: closed"
"S02500","TRUE",,"Closed Fracture of enamel of tooth only (TM)"
"S02501","TRUE",,"Closed Fracture of crown of tooth without pulpal involvement (TM)"
"S02502","TRUE",,"Closed Fracture of crown of tooth with pulpal involvement (TM)"
"S02503","TRUE",,"Closed Fracture of root of tooth (TM)"
"S02504","TRUE",,"Closed Fracture of crown with fracture of root of tooth (TM)"
"S02507","TRUE",,"Mutiple closed fractures of teeth (TM)"
"S02509","TRUE",,"Closed Fracture of tooth, unspecified (TM)"
"S0251","TRUE",,"Fracture of tooth: open"
"S02510","TRUE",,"Open Fracture of enamel of tooth only (TM)"
"S02511","TRUE",,"Open Fracture of crown of tooth without pulpal involvement (TM)"
"S02512","TRUE",,"Open Fracture of crown of tooth with pulpal involvement (TM)"
"S02513","TRUE",,"Open Fracture of root of tooth (TM)"
"S02514","TRUE",,"Open Fracture of crown with fracture of root of tooth (TM)"
"S02517","TRUE",,"Mutiple open fractures of teeth (TM)"
"S02519","TRUE",,"Open Fracture of tooth, unspecified (TM)"
"S026","TRUE",,"Fracture of mandible"
"S0260","TRUE",,"Fracture of mandible: closed"
"S02600","TRUE",,"Closed Fracture of alveolar process (TM)"
"S02601","TRUE",,"Closed Fracture of body of mandible (TM)"
"S02602","TRUE",,"Closed Fracture of condyle (TM)"
"S02603","TRUE",,"Closed Fracture of coronoid process (TM)"
"S02604","TRUE",,"Closed Fracture of ramus (TM)"
"S02605","TRUE",,"Closed Fracture of symphysis (TM)"
"S02606","TRUE",,"Closed Fracture of angle (TM)"
"S02607","TRUE",,"Multiple closed fractures of mandible (TM)"
"S02609","TRUE",,"Closed Fracture of mandible, part unspecified (TM)"
"S0261","TRUE",,"Fracture of mandible: open"
"S02610","TRUE",,"Open Fracture of alveolar process (TM)"
"S02611","TRUE",,"Open Fracture of body of mandible (TM)"
"S02612","TRUE",,"Open Fracture of condyle (TM)"
"S02613","TRUE",,"Open Fracture of coronoid process (TM)"
"S02614","TRUE",,"Open Fracture of ramus (TM)"
"S02615","TRUE",,"Open Fracture of symphysis (TM)"
"S02616","TRUE",,"Open Fracture of angle (TM)"
"S02617","TRUE",,"Multiple open fractures of mandible (TM)"
"S02619","TRUE",,"Open Fracture of mandible, part unspecified (TM)"
"S027","TRUE",,"Multiple fractures involving skull and facial bones"
"S0270","TRUE",,"Multiple fractures involving skull and facial bones: closed"
"S0271","TRUE",,"Multiple fractures involving skull and facial bones: open"
"S028","TRUE",,"Fractures of other skull and facial bones"
"S0280","TRUE",,"Fractures of other skull and facial bones: closed"
"S0281","TRUE",,"Fractures of other skull and facial bones: open"
"S029","TRUE",,"Fracture of skull or facial bones, part unspecified"
"S0290","TRUE",,"Fracture of skull or facial bones, part unspecified: closed"
"S0291","TRUE",,"Fracture of skull or facial bones, part unspecified: open"
"S03","FALSE",,"Dislocation, sprain and strain of joints and ligaments of head"
"S030","TRUE",,"Dislocation of jaw"
"S031","TRUE",,"Dislocation of septal cartilage of nose"
"S032","TRUE",,"Dislocation of tooth"
"S0320","TRUE",,"Luxation of tooth (TM)"
"S0321","TRUE",,"Intrusion or extrusion of tooth (TM)"
"S0322","TRUE",,"Avulsion of tooth [exarticulation] (TM)"
"S0329","TRUE",,"Dislocation of tooth, unspecified (TM)"
"S033","TRUE",,"Dislocation of other and unspecified parts of head"
"S034","TRUE",,"Sprain and strain of jaw"
"S035","TRUE",,"Sprain and strain of joints and ligaments of other and unspecified parts of head"
"S04","FALSE",,"Injury of cranial nerves"
"S040","TRUE",,"Injury of optic nerve and pathways"
"S041","TRUE",,"Injury of oculomotor nerve"
"S042","TRUE",,"Injury of trochlear nerve"
"S043","TRUE",,"Injury of trigeminal nerve"
"S044","TRUE",,"Injury of abducent nerve"
"S045","TRUE",,"Injury of facial nerve"
"S046","TRUE",,"Injury of acoustic nerve"
"S047","TRUE",,"Injury of accessory nerve"
"S048","TRUE",,"Injury of other cranial nerves"
"S0480","TRUE",,"Injury of olfactory nerve (TM)"
"S0481","TRUE",,"Injury of glossopharyngeal nerve (TM)"
"S0482","TRUE",,"Injury of vagus nerve (TM)"
"S0483","TRUE",,"Injury of hypoglossal nerve (TM)"
"S049","TRUE",,"Injury of unspecified cranial nerve"
"S05","FALSE",,"Injury of eye and orbit"
"S050","TRUE",,"Injury of conjunctiva and corneal abrasion without mention of foreign body"
"S051","TRUE",,"Contusion of eyeball and orbital tissues"
"S052","TRUE",,"Ocular laceration and rupture with prolapse or loss of intraocular tissue"
"S053","TRUE",,"Ocular laceration without prolapse or loss of intraocular tissue"
"S054","TRUE",,"Penetrating wound of orbit with or without foreign body"
"S055","TRUE",,"Penetrating wound of eyeball with foreign body"
"S056","TRUE",,"Penetrating wound of eyeball without foreign body"
"S057","TRUE",,"Avulsion of eye"
"S058","TRUE",,"Other injuries of eye and orbit"
"S059","TRUE",,"Injury of eye and orbit, part unspecified"
"S06","FALSE",,"Intracranial injury"
"S060","TRUE",,"Concussion"
"S0600","TRUE",,"Concussion: without open intracranial wound"
"S0601","TRUE",,"Concussion: with open intracranial wound"
"S061","TRUE",,"Traumatic cerebral oedema"
"S0610","TRUE",,"Traumatic cerebral oedema: without open intracranial wound"
"S0611","TRUE",,"Traumatic cerebral oedema: with open intracranial wound"
"S062","TRUE",,"Diffuse brain injury"
"S0620","TRUE",,"Diffuse brain injury: without open intracranial wound"
"S0621","TRUE",,"Diffuse brain injury: with open intracranial wound"
"S063","TRUE",,"Focal brain injury"
"S0630","TRUE",,"Focal brain injury: without open intracranial wound"
"S0631","TRUE",,"Focal brain injury: with open intracranial wound"
"S064","TRUE",,"Epidural haemorrhage"
"S0640","TRUE",,"Epidural haemorrhage: without open intracranial wound"
"S0641","TRUE",,"Epidural haemorrhage: with open intracranial wound"
"S065","TRUE",,"Traumatic subdural haemorrhage"
"S0650","TRUE",,"Traumatic subdural haemorrhage: without open intracranial wound"
"S0651","TRUE",,"Traumatic subdural haemorrhage: with open intracranial wound"
"S066","TRUE",,"Traumatic subarachnoid haemorrhage"
"S0660","TRUE",,"Traumatic subarachnoid haemorrhage: without open intracranial wound"
"S0661","TRUE",,"Traumatic subarachnoid haemorrhage: with open intracranial wound"
"S067","TRUE",,"Intracranial injury with prolonged coma"
"S0670","TRUE",,"Intracranial injury with prolonged coma: without open intracranial wound"
"S0671","TRUE",,"Intracranial injury with prolonged coma: with open intracranial wound"
"S068","TRUE",,"Other intracranial injuries"
"S0680","TRUE",,"Other intracranial injuries: without open intracranial wound"
"S0681","TRUE",,"Other intracranial injuries: with open intracranial wound"
"S069","TRUE",,"Intracranial injury, unspecified"
"S0690","TRUE",,"Intracranial injury, unspecified: without open intracranial wound"
"S0691","TRUE",,"Intracranial injury, unspecified: with open intracranial wound"
"S07","FALSE",,"Crushing injury of head"
"S070","TRUE",,"Crushing injury of face"
"S071","TRUE",,"Crushing injury of skull"
"S078","TRUE",,"Crushing injury of other parts of head"
"S079","TRUE",,"Crushing injury of head, part unspecified"
"S08","FALSE",,"Traumatic amputation of part of head"
"S080","TRUE",,"Avulsion of scalp"
"S081","TRUE",,"Traumatic amputation of ear"
"S088","TRUE",,"Traumatic amputation of other parts of head"
"S089","TRUE",,"Traumatic amputation of unspecified part of head"
"S09","FALSE",,"Other and unspecified injuries of head"
"S090","TRUE",,"Injury of blood vessels of head, not elsewhere classified"
"S091","TRUE",,"Injury of muscle and tendon of head"
"S092","TRUE",,"Traumatic rupture of ear drum"
"S097","TRUE",,"Multiple injuries of head"
"S098","TRUE",,"Other specified injuries of head"
"S099","TRUE",,"Unspecified injury of head"
"S10","FALSE",,"Superficial injury of neck"
"S100","TRUE",,"Contusion of throat"
"S101","TRUE",,"Other and unspecified superficial injuries of throat"
"S107","TRUE",,"Multiple superficial injuries of neck"
"S108","TRUE",,"Superficial injury of other parts of neck"
"S109","TRUE",,"Superficial injury of neck, part unspecified"
"S11","FALSE",,"Open wound of neck"
"S110","TRUE",,"Open wound involving larynx and trachea"
"S111","TRUE",,"Open wound involving thyroid gland"
"S112","TRUE",,"Open wound involving pharynx and cervical oesophagus"
"S117","TRUE",,"Multiple open wounds of neck"
"S118","TRUE",,"Open wound of other parts of neck"
"S119","TRUE",,"Open wound of neck, part unspecified"
"S12","FALSE",,"Fracture of neck"
"S120","TRUE",,"Fracture of first cervical vertebra"
"S1200","TRUE",,"Fracture of first cervical vertebra: closed"
"S1201","TRUE",,"Fracture of first cervical vertebra: open"
"S121","TRUE",,"Fracture of second cervical vertebra"
"S1210","TRUE",,"Fracture of second cervical vertebra: closed"
"S1211","TRUE",,"Fracture of second cervical vertebra: open"
"S122","TRUE",,"Fracture of other specified cervical vertebra"
